task,task_type,split,metric,ablation,reference,model_mean,reference_mean,n_pairs,mean_diff,diff_ci95_low,diff_ci95_high,t_stat,t_p,wilcoxon_stat,wilcoxon_p,reference_better,t_p_holm,wilcoxon_p_holm,significant_t,significant_wilcoxon,significant_t_holm,significant_wilcoxon_holm,component,contribution,contribution_ci95_low,contribution_ci95_high
freesolv,reg,scaffold,rmse,mat_nodistance,mat,0.4240876168094796,0.4314877542857346,5,-0.007400137476254942,-0.02821149872427116,0.013411223771761273,-0.9872528389125589,0.3794085809151239,4.0,0.4375,False,0.46344626436065256,0.625,False,False,False,False,3D distances,0.007400137476254942,-0.013411223771761273,0.02821149872427116
freesolv,reg,scaffold,rmse,mat_noattention,mat,0.47686508153358975,0.4314877542857346,5,0.045377327247855204,-0.026494242186590702,0.11724889668230111,1.7529554330823356,0.15448208812021752,1.0,0.125,True,0.46344626436065256,0.375,False,False,False,False,self-attention,-0.045377327247855204,-0.11724889668230111,0.026494242186590702
freesolv,reg,scaffold,mae,mat_nograph,mat,0.3010125300358298,0.29396559825113694,5,0.007046931784692822,-0.016226284395480947,0.030320147964866588,0.8406839479685138,0.4478421983159351,5.0,0.625,True,0.8956843966318702,1.0,False,False,False,False,graph structure,-0.007046931784692822,-0.030320147964866588,0.016226284395480947
freesolv,reg,scaffold,mae,mat_nodistance,mat,0.2889446493894375,0.29396559825113694,5,-0.005020948861699459,-0.02476981944786663,0.014727921724467713,-0.7058828417397335,0.5192026642551418,5.0,0.625,False,0.8956843966318702,1.0,False,False,False,False,3D distances,0.005020948861699459,-0.014727921724467713,0.02476981944786663
freesolv,reg,scaffold,mae,mat_noattention,mat,0.3514998795857922,0.29396559825113694,5,0.05753428133465529,0.00958264750817283,0.10548591516113776,3.331289489962196,0.02907068675729997,0.0,0.0625,True,0.08721206027189991,0.1875,True,False,False,False,self-attention,-0.05753428133465529,-0.10548591516113776,-0.00958264750817283
freesolv,reg,scaffold,r2,mat_nograph,mat,0.7812119395480168,0.7930875708862082,5,-0.011875631338191339,-0.04213782330064349,0.018386560624260806,-1.0895456132511825,0.33715567147351905,4.0,0.4375,True,0.6327226738445273,0.625,False,False,False,False,graph structure,0.011875631338191339,-0.018386560624260806,0.04213782330064349
freesolv,reg,scaffold,r2,mat_nodistance,mat,0.8026510513214979,0.7930875708862082,5,0.009563480435289673,-0.010738109769406907,0.029865070639986252,1.3079014094704888,0.2610071811397437,3.0,0.3125,False,0.6327226738445273,0.625,False,False,False,False,3D distances,-0.009563480435289673,-0.029865070639986252,0.010738109769406907
freesolv,reg,scaffold,r2,mat_noattention,mat,0.7564847184220586,0.7930875708862082,5,-0.03660285246414956,-0.10488819219117604,0.031682487262876924,-1.4882522510193061,0.21090755794817576,2.0,0.1875,True,0.6327226738445273,0.5625,False,False,False,False,self-attention,0.03660285246414956,-0.031682487262876924,0.10488819219117604
metstab-high,clf,random,roc_auc,mat_nograph,mat,0.7775019059888231,0.7909919789124384,5,-0.013490072923615481,-0.02394532500240803,-0.0030348208448229327,-3.582357140245927,0.023118960175069453,0.0,0.0625,True,0.06935688052520836,0.1875,True,False,False,False,graph structure,0.013490072923615481,0.0030348208448229327,0.02394532500240803
metstab-high,clf,random,roc_auc,mat_nodistance,mat,0.7887933342755998,0.7909919789124384,5,-0.0021986446368388313,-0.028350703746759742,0.02395341447308208,-0.23342009569352892,0.8268940847531108,6.0,0.8125,True,0.8268940847531108,0.8125,False,False,False,False,3D distances,0.0021986446368388313,-0.02395341447308208,0.028350703746759742
metstab-high,clf,random,roc_auc,mat_noattention,mat,0.7335122542342721,0.7909919789124384,5,-0.05747972467816649,-0.10920144379062602,-0.005758005565706971,-3.0855374293304987,0.036733258773493864,0.0,0.0625,True,0.07346651754698773,0.1875,True,False,False,False,self-attention,0.05747972467816649,0.005758005565706971,0.10920144379062602
metstab-high,clf,random,pr_auc,mat_nograph,mat,0.3871699536955188,0.4118741837327057,5,-0.024704230037186803,-0.03543484981932109,-0.013973610255052518,-6.391982938266537,0.0030751846289283676,0.0,0.0625,True,0.009225553886785103,0.1875,True,False,True,False,graph structure,0.024704230037186803,0.013973610255052518,0.03543484981932109
metstab-high,clf,random,pr_auc,mat_nodistance,mat,0.414477958675433,0.4118741837327057,5,0.002603774942727355,-0.03228701037030962,0.037494560255764336,0.20719620180262413,0.8459772061952056,7.0,1.0,False,0.8459772061952056,1.0,False,False,False,False,3D distances,-0.002603774942727355,-0.037494560255764336,0.03228701037030962
metstab-high,clf,random,pr_auc,mat_noattention,mat,0.3282531133532818,0.4118741837327057,5,-0.0836210703794239,-0.16162555255086186,-0.005616588207985926,-2.9763586025235216,0.040885961443719476,0.0,0.0625,True,0.08177192288743895,0.1875,True,False,False,False,self-attention,0.0836210703794239,0.005616588207985926,0.16162555255086186
metstab-high,clf,random,f1,mat_nograph,mat,0.2471071062111881,0.30775875086741555,5,-0.06065164465622745,-0.14834133003746125,0.02703804072500636,-1.9203622546468484,0.1272184390553447,2.0,0.1875,True,0.2544368781106894,0.375,False,False,False,False,graph structure,0.06065164465622745,-0.02703804072500636,0.14834133003746125
metstab-high,clf,random,f1,mat_nodistance,mat,0.31873432338727914,0.30775875086741555,5,0.010975572519863608,-0.07796348763471234,0.09991463267443956,0.3426287004445137,0.749125503632399,5.0,0.625,False,0.749125503632399,0.625,False,False,False,False,3D distances,-0.010975572519863608,-0.09991463267443956,0.07796348763471234
metstab-high,clf,random,f1,mat_noattention,mat,0.10657713728159782,0.30775875086741555,5,-0.20118161358581776,-0.30522581344133015,-0.09713741373030539,-5.368580921106915,0.00581283341570472,0.0,0.0625,True,0.017438500247114158,0.1875,True,False,True,False,self-attention,0.20118161358581776,0.09713741373030539,0.30522581344133015
metstab-low,clf,random,roc_auc,mat_nograph,mat,0.7545945769924932,0.7647341588409132,5,-0.010139581848420032,-0.016692130235849704,-0.0035870334609903595,-4.296342541446116,0.012682277598228374,0.0,0.0625,True,0.0299240251246691,0.1875,True,False,True,False,graph structure,0.010139581848420032,0.0035870334609903595,0.016692130235849704
metstab-low,clf,random,roc_auc,mat_nodistance,mat,0.7714532195004022,0.7647341588409132,5,0.00671906065948904,-0.006241929842862301,0.019680051161840382,1.4393269616377768,0.22346498714616514,2.0,0.1875,False,0.22346498714616514,0.1875,False,False,False,False,3D distances,-0.00671906065948904,-0.019680051161840382,0.006241929842862301
metstab-low,clf,random,roc_auc,mat_noattention,mat,0.6445878167293978,0.7647341588409132,5,-0.12014634211151543,-0.1925462101169702,-0.04774647410606063,-4.607463143963252,0.009974675041556367,0.0,0.0625,True,0.0299240251246691,0.1875,True,False,True,False,self-attention,0.12014634211151543,0.04774647410606063,0.1925462101169702
metstab-low,clf,random,pr_auc,mat_nograph,mat,0.7789614366856773,0.7855379332826342,5,-0.006576496596957004,-0.015057689955148537,0.0019046967612345294,-2.1529142203008007,0.09766181540763141,1.0,0.125,True,0.19532363081526283,0.25,False,False,False,False,graph structure,0.006576496596957004,-0.0019046967612345294,0.015057689955148537
metstab-low,clf,random,pr_auc,mat_nodistance,mat,0.7932140631859902,0.7855379332826342,5,0.007676129903356,-0.003987991834713836,0.019340251641425835,1.8271717130210576,0.1416920170605655,2.0,0.1875,False,0.19532363081526283,0.25,False,False,False,False,3D distances,-0.007676129903356,-0.019340251641425835,0.003987991834713836
metstab-low,clf,random,pr_auc,mat_noattention,mat,0.6825315498822618,0.7855379332826342,5,-0.10300638340037216,-0.17935667605324773,-0.026656090747496572,-3.7457822237348,0.02002024384710594,0.0,0.0625,True,0.06006073154131782,0.1875,True,False,False,False,self-attention,0.10300638340037216,0.026656090747496572,0.17935667605324773
metstab-low,clf,random,f1,mat_nograph,mat,0.727640584438413,0.7283610502632017,5,-0.0007204658247886853,-0.018696985667285063,0.017256054017707693,-0.11127480904107276,0.916758479224682,7.0,1.0,True,1.0,1.0,False,False,False,False,graph structure,0.0007204658247886853,-0.017256054017707693,0.018696985667285063
metstab-low,clf,random,f1,mat_nodistance,mat,0.7321194498703432,0.7283610502632017,5,0.003758399607141505,-0.010778836451130508,0.018295635665413517,0.7178111541146516,0.512563143775003,5.0,0.625,False,1.0,1.0,False,False,False,False,3D distances,-0.003758399607141505,-0.018295635665413517,0.010778836451130508
metstab-low,clf,random,f1,mat_noattention,mat,0.6846496056154884,0.7283610502632017,5,-0.04371144464771333,-0.07375412379504684,-0.01366876550037982,-4.039667232675549,0.015608294926290733,0.0,0.0625,True,0.0468248847788722,0.1875,True,False,True,False,self-attention,0.04371144464771333,0.01366876550037982,0.07375412379504684
metstab-high,clf,scaffold,roc_auc,mat_nograph,mat,0.7355850412340063,0.7514633045480023,5,-0.015878263313995868,-0.02899475968284148,-0.0027617669451502555,-3.361044383917712,0.028277439053224843,0.0,0.0625,True,0.056554878106449685,0.1875,True,False,False,False,graph structure,0.015878263313995868,0.0027617669451502555,0.02899475968284148
metstab-high,clf,scaffold,roc_auc,mat_nodistance,mat,0.7516647373427419,0.7514633045480023,5,0.00020143279473963104,-0.020360107779925148,0.020762973369404407,0.027199668962075298,0.979603391873147,7.0,1.0,False,0.979603391873147,1.0,False,False,False,False,3D distances,-0.00020143279473963104,-0.020762973369404407,0.020360107779925148
metstab-high,clf,scaffold,roc_auc,mat_noattention,mat,0.696356918696256,0.7514633045480023,5,-0.05510638585174619,-0.08375592834214633,-0.026456843361346044,-5.34039436456931,0.00592371868801,0.0,0.0625,True,0.01777115606403,0.1875,True,False,True,False,self-attention,0.05510638585174619,0.026456843361346044,0.08375592834214633
metstab-high,clf,scaffold,pr_auc,mat_nograph,mat,0.3048881379457689,0.3276098610577084,5,-0.02272172311193954,-0.041868989282309636,-0.003574456941569444,-3.294758445120881,0.030080887751868134,0.0,0.0625,True,0.08076306987003126,0.1875,True,False,False,False,graph structure,0.02272172311193954,0.003574456941569444,0.041868989282309636
metstab-high,clf,scaffold,pr_auc,mat_nodistance,mat,0.332457580499633,0.3276098610577084,5,0.004847719441924548,-0.03575594834656668,0.04545138723041577,0.33148303217372344,0.7569194649373714,5.0,0.625,False,0.7569194649373714,0.625,False,False,False,False,3D distances,-0.004847719441924548,-0.04545138723041577,0.03575594834656668
metstab-high,clf,scaffold,pr_auc,mat_noattention,mat,0.2746693592024702,0.3276098610577084,5,-0.0529405018552382,-0.09599086445604149,-0.00989013925443491,-3.414289412743492,0.02692102329001042,0.0,0.0625,True,0.08076306987003126,0.1875,True,False,False,False,self-attention,0.0529405018552382,0.00989013925443491,0.09599086445604149
metstab-high,clf,scaffold,f1,mat_nograph,mat,0.20456097879709803,0.19869216306766851,5,0.0058688157294294885,-0.05871701950356073,0.07045465096241971,0.25229130577162845,0.8132494511447868,7.0,1.0,False,1.0,1.0,False,False,False,False,graph structure,-0.0058688157294294885,-0.07045465096241971,0.05871701950356073
metstab-high,clf,scaffold,f1,mat_nodistance,mat,0.20208573602124175,0.19869216306766851,5,0.0033935729535732235,-0.0935784365024447,0.10036558240959113,0.09716276963770079,0.9272708927393774,7.0,1.0,False,1.0,1.0,False,False,False,False,3D distances,-0.0033935729535732235,-0.10036558240959113,0.0935784365024447
metstab-high,clf,scaffold,f1,mat_noattention,mat,0.030635648421592478,0.19869216306766851,5,-0.16805651464607607,-0.21794873468084713,-0.11816429461130501,-9.352153244744686,0.000727957524898984,0.0,0.0625,True,0.002183872574696952,0.1875,True,False,True,False,self-attention,0.16805651464607607,0.11816429461130501,0.21794873468084713
metstab-low,clf,scaffold,roc_auc,mat_nograph,mat,0.725972735679413,0.7430106142324682,5,-0.017037878553055098,-0.04469367518542904,0.010617918079318847,-1.7104817171026392,0.16234913123961792,2.0,0.1875,True,0.32469826247923583,0.375,False,False,False,False,graph structure,0.017037878553055098,-0.010617918079318847,0.04469367518542904
metstab-low,clf,scaffold,roc_auc,mat_nodistance,mat,0.745115934211168,0.7430106142324682,5,0.002105319978699738,-0.019677280921784602,0.023887920879184076,0.26834744741644007,0.8017027635808311,6.0,0.8125,False,0.8017027635808311,0.8125,False,False,False,False,3D distances,-0.002105319978699738,-0.023887920879184076,0.019677280921784602
metstab-low,clf,scaffold,roc_auc,mat_noattention,mat,0.6719967890627871,0.7430106142324682,5,-0.071013825169681,-0.08407970869361688,-0.05794794164574511,-15.090138139723749,0.00011240082021502153,0.0,0.0625,True,0.0003372024606450646,0.1875,True,False,True,False,self-attention,0.071013825169681,0.05794794164574511,0.08407970869361688
metstab-low,clf,scaffold,pr_auc,mat_nograph,mat,0.7544225264714525,0.7715899734322866,5,-0.017167446960833988,-0.047671086088221445,0.013336192166553466,-1.5625832014369452,0.1931849351673971,3.0,0.3125,True,0.3863698703347942,0.625,False,False,False,False,graph structure,0.017167446960833988,-0.013336192166553466,0.047671086088221445
metstab-low,clf,scaffold,pr_auc,mat_nodistance,mat,0.7712743169184803,0.7715899734322866,5,-0.0003156565138062062,-0.02231884073083342,0.021687527703221007,-0.03983073422631421,0.970136818807243,7.0,1.0,True,0.970136818807243,1.0,False,False,False,False,3D distances,0.0003156565138062062,-0.021687527703221007,0.02231884073083342
metstab-low,clf,scaffold,pr_auc,mat_noattention,mat,0.7152716983117113,0.7715899734322866,5,-0.05631827512057523,-0.07685344320456192,-0.03578310703658854,-7.614478666655622,0.001596741227591368,0.0,0.0625,True,0.004790223682774104,0.1875,True,False,True,False,self-attention,0.05631827512057523,0.03578310703658854,0.07685344320456192
metstab-low,clf,scaffold,f1,mat_nograph,mat,0.6972154505331114,0.7046071138368963,5,-0.007391663303785001,-0.021984577409525682,0.007201250801955679,-1.4063364760703092,0.2323534880899347,3.0,0.3125,True,0.4647069761798694,0.625,False,False,False,False,graph structure,0.007391663303785001,-0.007201250801955679,0.021984577409525682
metstab-low,clf,scaffold,f1,mat_nodistance,mat,0.7071837372562643,0.7046071138368963,5,0.0025766234193677295,-0.0069144274157691785,0.012067674254504638,0.7537472514800152,0.4929399167522704,5.0,0.625,False,0.4929399167522704,0.625,False,False,False,False,3D distances,-0.0025766234193677295,-0.012067674254504638,0.0069144274157691785
metstab-low,clf,scaffold,f1,mat_noattention,mat,0.6643025760703002,0.7046071138368963,5,-0.04030453776659628,-0.07012852403027316,-0.010480551502919409,-3.752125407045771,0.01991033151233091,0.0,0.0625,True,0.05973099453699273,0.1875,True,False,False,False,self-attention,0.04030453776659628,0.010480551502919409,0.07012852403027316
