task,task_type,split,metric,model,reference,model_mean,reference_mean,n_pairs,mean_diff,diff_ci95_low,diff_ci95_high,t_stat,t_p,wilcoxon_stat,wilcoxon_p,reference_better,t_p_holm,wilcoxon_p_holm,significant_t,significant_wilcoxon,significant_t_holm,significant_wilcoxon_holm
freesolv,reg,random,rmse,mat_nodistance,rf,0.37988215659402164,0.5884149249147209,25,-0.20853276832069934,-0.24110360087371316,-0.1759619357676855,-13.213984625320114,1.6578557909158863e-12,0.0,5.960464477539063e-08,False,3.3157115818317726e-12,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,rmse,mat_noattention,rf,0.4576918850427463,0.5884149249147209,25,-0.1307230398719746,-0.1700159954074999,-0.09143008433644928,-6.866347676989623,4.218794536918502e-07,5.0,5.960464477539062e-07,False,4.218794536918502e-07,5.960464477539062e-07,True,True,True,True
freesolv,reg,random,rmse,hybrid,rf,0.37864606608688883,0.5884149249147209,25,-0.20976885882783214,-0.23462140515052218,-0.1849163125051421,-17.42041400457401,4.0085867778730225e-15,0.0,5.960464477539063e-08,False,2.4051520667238136e-14,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,svm,rf,0.2968502365785138,0.3941559241508743,25,-0.09730568757236054,-0.10451135223777813,-0.09010002290694294,-27.870998435809337,8.584188250926251e-20,0.0,5.960464477539063e-08,False,6.008931775648376e-19,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,gcn,rf,0.2321187541662642,0.3941559241508743,25,-0.16203716998461012,-0.17600003408271023,-0.14807430588651002,-23.951266710890394,2.8878341847824704e-18,0.0,5.960464477539063e-08,False,1.6815497527456684e-17,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,mat,rf,0.2641047468079811,0.3941559241508743,25,-0.13005117734289326,-0.14546109698564533,-0.11464125770014118,-17.41815947640411,4.020177413796369e-15,0.0,5.960464477539063e-08,False,1.6080709655185476e-14,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,mat_nograph,rf,0.2645525202331317,0.3941559241508743,25,-0.12960340391774267,-0.1486873285404612,-0.1105194792950241,-14.01641875117719,4.708667327450958e-13,0.0,5.960464477539063e-08,False,1.4126001982352873e-12,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,mat_nodistance,rf,0.27130555607958484,0.3941559241508743,25,-0.1228503680712895,-0.14381394716695634,-0.10188678897562267,-12.094819152814235,1.0617619284079111e-11,1.0,1.1920928955078125e-07,False,2.1235238568158222e-11,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,mae,mat_noattention,rf,0.3365992790761243,0.3941559241508743,25,-0.057556645074750064,-0.077953691781777,-0.03715959836772313,-5.823935135716819,5.261362008908438e-06,24.0,4.5418739318847656e-05,False,5.261362008908438e-06,4.5418739318847656e-05,True,True,True,True
freesolv,reg,random,mae,hybrid,rf,0.2561773607834319,0.3941559241508743,25,-0.13797856336744244,-0.14985284887885478,-0.1261042778560301,-23.982391041201574,2.8025829212427806e-18,0.0,5.960464477539063e-08,False,1.6815497527456684e-17,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,svm,rf,0.7734227463924715,0.6463604319081564,25,0.1270623144843151,0.11324324111727906,0.14088138785135115,18.976940141794174,5.8760960510430375e-16,0.0,5.960464477539063e-08,False,4.113267235730126e-15,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,gcn,rf,0.8810651426711886,0.6463604319081564,25,0.23470471076303226,0.20326215399149514,0.2661472675345694,15.40608540427744,6.059960373483626e-14,0.0,5.960464477539063e-08,False,2.42398414939345e-13,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,mat,rf,0.8585074805920762,0.6463604319081564,25,0.21214704868391973,0.18614581675162872,0.23814828061621074,16.839586284702317,8.525684500204526e-15,0.0,5.960464477539063e-08,False,5.115410700122716e-14,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,mat_nograph,rf,0.8522819693242346,0.6463604319081564,25,0.20592153741607822,0.17602329702921415,0.23581977780294228,14.214922329275291,3.4791813018657347e-13,0.0,5.960464477539063e-08,False,1.0437543905597205e-12,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,mat_nodistance,rf,0.8494052765593005,0.6463604319081564,25,0.203044844651144,0.1730381118333115,0.2330515774689765,13.965664484886483,5.090225157912991e-13,0.0,5.960464477539063e-08,False,1.0437543905597205e-12,4.172325134277344e-07,True,True,True,True
freesolv,reg,random,r2,mat_noattention,rf,0.7793317394398878,0.6463604319081564,25,0.1329713075317314,0.0907338776348208,0.175208737428642,6.4975376348031775,1.0158126589582743e-06,12.0,4.172325134277344e-06,False,1.0158126589582743e-06,4.172325134277344e-06,True,True,True,True
