task,task_type,model,metric,random_mean,scaffold_mean,gap,gap_ci95_low,gap_ci95_high,welch_t,welch_p,n_random,n_scaffold,scaffold_worse
metstab-low,clf,mat,pr_auc,0.7855379332826341,0.7715899734322865,0.01394795985034758,-0.01943710574539713,0.04733302544609229,0.8428037940471954,0.4040493317811982,25,25,True
metstab-low,clf,mat,f1,0.7283610502632016,0.7046071138368966,0.023753936426305078,-0.001598807975864272,0.04910668082847443,1.8856065191032887,0.06562855546191292,25,25,True
metstab-low,clf,mat_nograph,roc_auc,0.7545945769924933,0.725972735679413,0.02862184131308032,-0.0003595234413002017,0.057603206067460846,2.0038404362912567,0.05275632551048564,25,25,True
metstab-low,clf,mat_nograph,pr_auc,0.7789614366856772,0.7544225264714527,0.024538910214224496,-0.00487580878453649,0.05395362921298548,1.681520656099063,0.09978064149533206,25,25,True
metstab-low,clf,mat_nograph,f1,0.727640584438413,0.6972154505331115,0.030425133905301438,0.00900358430698657,0.051846683503616306,2.8611831669131758,0.0063975922049355465,25,25,True
metstab-low,clf,mat_nodistance,roc_auc,0.7714532195004022,0.7451159342111678,0.026337285289234402,-0.006698348149826505,0.05937291872829531,1.6223030208457876,0.11430251993471384,25,25,True
metstab-low,clf,mat_nodistance,pr_auc,0.7932140631859902,0.7712743169184804,0.02193974626750983,-0.00909214713663221,0.052971639671651874,1.432107645101443,0.16043443140894195,25,25,True
metstab-low,clf,mat_nodistance,f1,0.7321194498703433,0.7071837372562642,0.02493571261407912,-0.0030510326635345177,0.052922457891692753,1.7919698541484013,0.07951441550249591,25,25,True
metstab-low,clf,mat_noattention,roc_auc,0.6445878167293977,0.671996789062787,-0.027408972333389348,-0.06676718642146093,0.01194924175468224,-1.4037605646343563,0.16745533795646533,25,25,False
metstab-low,clf,mat_noattention,pr_auc,0.6825315498822618,0.7152716983117113,-0.0327401484294495,-0.06922044090946067,0.0037401440505616737,-1.8108686414541553,0.07727667101744914,25,25,False
metstab-low,clf,mat_noattention,f1,0.6846496056154884,0.6643025760703003,0.020347029545188078,-0.0204100305249316,0.061104089615307756,1.0053824545304362,0.3200667824245644,25,25,True
metstab-low,clf,hybrid,roc_auc,0.8634944698703281,0.8053188907311538,0.05817557913917426,0.04509875341549839,0.07125240486285013,9.068901749713293,2.8070749110317655e-10,25,25,True
metstab-low,clf,hybrid,pr_auc,0.8744349236493184,0.8188573911229955,0.055577532526322915,0.03753420067562669,0.07362086437701915,6.287778956273946,5.963114243912734e-07,25,25,True
metstab-low,clf,hybrid,f1,0.8159771832570288,0.7627991604816574,0.053178022775371425,0.03900038298529402,0.06735566256544882,7.621031794560056,7.153689822959078e-09,25,25,True
