task,task_type,split,metric,model,reference,model_mean,reference_mean,n_pairs,mean_diff,diff_ci95_low,diff_ci95_high,t_stat,t_p,wilcoxon_stat,wilcoxon_p,reference_better,t_p_holm,wilcoxon_p_holm,significant_t,significant_wilcoxon,significant_t_holm,significant_wilcoxon_holm
estrogen-beta,clf,random,f1,mat_large_scratch,mat,0.8347803072284595,0.8598075492375564,5,-0.025027242009096895,-0.06819844435922212,0.01814396034102833,-1.6095628518568752,0.18277896548541742,1.0,0.125,True,0.36555793097083483,0.25,False,False,False,False
freesolv,reg,random,rmse,mat_large_pretrained,mat,0.4037310828269957,0.334436217055459,5,0.06929486577153685,0.0008619567831243541,0.13772777475994935,2.811416228401152,0.048247357191352244,0.0,0.0625,True,0.09649471438270449,0.125,True,False,False,False
freesolv,reg,random,rmse,mat_large_scratch,mat,0.4093115016202706,0.334436217055459,5,0.07487528456481166,-0.015082668090663998,0.1648332372202873,2.3109365119328307,0.08194794282966696,1.0,0.125,True,0.09649471438270449,0.125,False,False,False,False
freesolv,reg,random,mae,mat_large_pretrained,mat,0.3132113844019094,0.23527763465477164,5,0.0779337497471377,0.0027184647325312616,0.15314903476174413,2.876792635607655,0.04515862347321819,0.0,0.0625,True,0.06735476693830107,0.125,True,False,False,False
freesolv,reg,random,mae,mat_large_scratch,mat,0.3020958055178959,0.23527763465477164,5,0.06681817086312428,0.008398274582560643,0.1252380671436879,3.175578788093694,0.033677383469150536,0.0,0.0625,True,0.06735476693830107,0.125,True,False,False,False
freesolv,reg,random,r2,mat_large_pretrained,mat,0.8108657386253373,0.8683349316682086,5,-0.05746919304287144,-0.11176118713272751,-0.003177198953015374,-2.9389242815334358,0.0424345794648022,0.0,0.0625,True,0.0848691589296044,0.125,True,False,False,False
freesolv,reg,random,r2,mat_large_scratch,mat,0.8098097723835659,0.8683349316682086,5,-0.0585251592846429,-0.1250221772266426,0.00797185865735682,-2.443596676297538,0.07093286738235537,1.0,0.125,True,0.0848691589296044,0.125,False,False,False,False
estrogen-beta,clf,scaffold,roc_auc,mat_large_pretrained,mat,0.8436748804782714,0.8236260863919707,5,0.0200487940863008,-0.007997675244794954,0.04809526341739656,1.9847195577060415,0.118161914858173,1.0,0.125,False,0.236323829716346,0.25,False,False,False,False
estrogen-beta,clf,scaffold,roc_auc,mat_large_scratch,mat,0.8370072087632391,0.8236260863919707,5,0.013381122371268228,-0.017071935902633402,0.043834180645169855,1.2199744070236709,0.2894822832071802,4.0,0.4375,False,0.2894822832071802,0.4375,False,False,False,False
estrogen-beta,clf,scaffold,pr_auc,mat_large_pretrained,mat,0.8426959538118309,0.8317279746616913,5,0.010967979150139584,-0.047551169432432504,0.06948712773271168,0.5203765393535755,0.6302761261025958,6.0,0.8125,False,0.8283895721194313,1.0,False,False,False,False
estrogen-beta,clf,scaffold,pr_auc,mat_large_scratch,mat,0.8444735163272945,0.8317279746616913,5,0.0127455416656032,-0.026132207147566516,0.05162329047877291,0.9102198005500582,0.41419478605971566,5.0,0.625,False,0.8283895721194313,1.0,False,False,False,False
estrogen-beta,clf,scaffold,f1,mat_large_pretrained,mat,0.7828359911663247,0.7792679128068423,5,0.003568078359482407,-0.027584834719017525,0.03472099143798234,0.3179983095379965,0.7663959293239423,7.0,1.0,False,1.0,1.0,False,False,False,False
estrogen-beta,clf,scaffold,f1,mat_large_scratch,mat,0.7879290550085634,0.7792679128068423,5,0.008661142201720895,-0.05119132579621798,0.06851361019965978,0.4017743407375979,0.70839131098462,5.0,0.625,False,1.0,1.0,False,False,False,False
