task,task_type,model,metric,random_mean,scaffold_mean,gap,gap_ci95_low,gap_ci95_high,welch_t,welch_p,n_random,n_scaffold,scaffold_worse
freesolv,reg,mat_large_scratch,rmse,0.4093115016202706,0.44416994740240245,-0.034858445782131875,-0.10514428712167502,0.03542739555741127,-1.1739883254900707,0.2789827655058462,5,5,True
freesolv,reg,mat_large_scratch,mae,0.3020958055178959,0.3389539878766395,-0.03685818235874361,-0.12222152564398059,0.048505160926493374,-1.1260992631744713,0.31355079554419446,5,5,True
freesolv,reg,mat_large_scratch,r2,0.8098097723835659,0.6877850111593883,0.1220247612241776,0.02736807390354376,0.21668144854481144,3.4574979115113624,0.022303967413456246,5,5,True
estrogen-alpha,clf,mat_large_pretrained,roc_auc,0.9548792405416725,0.9475255650002714,0.007353675541401095,-0.019554492652909664,0.03426184373571185,0.6841806824093705,0.5216912350945764,5,5,True
estrogen-alpha,clf,mat_large_pretrained,pr_auc,0.9470562540086875,0.9395655307946174,0.007490723214070183,-0.02873113162432591,0.043712578052466276,0.5307276768665837,0.6182067127577201,5,5,True
estrogen-alpha,clf,mat_large_pretrained,f1,0.871916706743691,0.8602981149527839,0.011618591790907185,-0.03695724819626059,0.06019443177807496,0.5526776996600602,0.595755778738245,5,5,True
estrogen-alpha,clf,mat_large_scratch,roc_auc,0.9399134440876727,0.9335638163500827,0.006349627737590069,-0.02000796192476146,0.0327072173999416,0.5886183022996114,0.5774642925917344,5,5,True
estrogen-alpha,clf,mat_large_scratch,pr_auc,0.922325394521532,0.9210708043018274,0.0012545902197045322,-0.0282556775621525,0.030764858001561566,0.10017817203122888,0.9229643169957642,5,5,True
estrogen-alpha,clf,mat_large_scratch,f1,0.859401403215068,0.8609566594468137,-0.001555256231745683,-0.039787205139697475,0.03667669267620611,-0.09686073455308762,0.9256421691132235,5,5,False
estrogen-beta,clf,mat_large_pretrained,roc_auc,0.8866594827586207,0.8436748804782714,0.04298460228034928,-0.0004472139044238155,0.08641641846512238,2.390515791668444,0.05177242055728239,5,5,True
estrogen-beta,clf,mat_large_pretrained,pr_auc,0.9062928942155815,0.8426959538118309,0.06359694040375052,0.01000692290731306,0.11718695790018799,2.912305471675958,0.027273042221962408,5,5,True
estrogen-beta,clf,mat_large_pretrained,f1,0.7239555446836201,0.7828359911663247,-0.05888044648270463,-0.45784203557925585,0.3400811426138466,-0.3959154549548594,0.7106799534291358,5,5,False
estrogen-beta,clf,mat_large_scratch,roc_auc,0.8731034482758622,0.8370072087632391,0.036096239512623085,0.0003578022909306658,0.07183467673431551,2.4430884258984853,0.048340306128867645,5,5,True
estrogen-beta,clf,mat_large_scratch,pr_auc,0.8887280855011721,0.8444735163272945,0.0442545691738776,-0.0012071614435253467,0.08971629979128054,2.407337626225049,0.0545588929344393,5,5,True
estrogen-beta,clf,mat_large_scratch,f1,0.8347803072284595,0.7879290550085634,0.04685125221989617,-0.017200525423609975,0.11090302986340231,1.695771026214734,0.12952603180549382,5,5,True
metstab-high,clf,mat_large_pretrained,roc_auc,0.7902762430939226,0.7437820121127231,0.046494230981199536,-0.05839903550404746,0.15138749746644653,1.0454434797873113,0.3301471987599726,5,5,True
metstab-high,clf,mat_large_pretrained,pr_auc,0.3855498625160002,0.3094283392467374,0.0761215232692628,-0.06462056019652274,0.21686360673504834,1.4588861631740486,0.21324967178826065,5,5,True
metstab-high,clf,mat_large_pretrained,f1,0.21382858941279567,0.08727943720447465,0.12654915220832103,-0.06611438650650728,0.3192126909231493,1.5301688002176794,0.16668057070395062,5,5,True
metstab-high,clf,mat_large_scratch,roc_auc,0.7439116022099448,0.6928717174047649,0.05103988480517985,-0.07019269694932165,0.17227246655968134,0.9725939340733909,0.35952479797747794,5,5,True
metstab-high,clf,mat_large_scratch,pr_auc,0.3450596166483726,0.2707840851865775,0.07427553146179511,-0.07248745920352984,0.22103852212712005,1.2664535429062198,0.25637918944317245,5,5,True
metstab-high,clf,mat_large_scratch,f1,0.199009009009009,0.036153846153846134,0.16285516285516288,-0.0930307317362733,0.41874105744659906,1.6606798361210762,0.1605593936229604,5,5,True
metstab-low,clf,mat_large_pretrained,roc_auc,0.7591676201372998,0.7109647759505362,0.04820284418676357,0.012928746836123294,0.08347694153740384,3.156612087765764,0.013632846688156952,5,5,True
metstab-low,clf,mat_large_pretrained,pr_auc,0.7823892676292578,0.731334400086698,0.05105486754255972,0.005705912086968204,0.09640382299815124,2.7211800146698377,0.032830611045460284,5,5,True
metstab-low,clf,mat_large_pretrained,f1,0.7055906582616112,0.6860951090454971,0.019495549216114072,-0.07708717160520955,0.11607827003743769,0.4906410448863509,0.6406419554424672,5,5,True
metstab-low,clf,mat_large_scratch,roc_auc,0.6917095728451563,0.6648281491779656,0.026881423667190707,-0.05354384888881761,0.10730669622319902,0.7818356784419319,0.4586022160360025,5,5,True
metstab-low,clf,mat_large_scratch,pr_auc,0.7024544574817613,0.676284658679306,0.02616979880245529,-0.060036297752658174,0.11237589535756876,0.702376886503042,0.502735975067539,5,5,True
metstab-low,clf,mat_large_scratch,f1,0.7116108537826316,0.690797070332535,0.020813783450096546,-0.02277523581826635,0.06440280271845944,1.258885677789062,0.26798957488172115,5,5,True
