task,task_type,split,model,metric,n,mean,std,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high,median,min,max
esol,reg,random,svm,r2,25,0.7611643667314137,0.028570355609868255,0.7493711035617321,0.7729576299010954,0.7499541124450222,0.7728325504587644,0.7580628463842918,0.711783610437581,0.8206271166462811
esol,reg,random,rf,rmse,25,0.574217094108197,0.03515070847060222,0.5597075947776606,0.5887265934387333,0.5610384875916533,0.5880603196354204,0.5724947252608027,0.5160363733673055,0.6598184754383003
esol,reg,random,rf,mae,25,0.4321394649082585,0.02365035366770041,0.4223770787249063,0.4419018510916107,0.42313700520194164,0.44156742816481803,0.4299245288963509,0.3858794809895856,0.479938582435201
esol,reg,random,rf,r2,25,0.6652241509784658,0.04257200050403591,0.6476512928572844,0.6827970090996471,0.6490024268516669,0.6811779223807505,0.6740147872096791,0.5686787351186218,0.7366254583194662
esol,reg,scaffold,svm,rmse,25,0.6314305982345416,0.09663794449689146,0.591540415305377,0.6713207811637062,0.5943776264509172,0.6693504125075685,0.586843674513801,0.5101229759769236,0.7717152538352329
esol,reg,scaffold,svm,mae,25,0.4856435784970135,0.08294071084851067,0.45140733573288416,0.5198798212611428,0.4548840374945983,0.5173723454979631,0.4483685486297103,0.3874016704812535,0.6299039991104735
esol,reg,scaffold,svm,r2,25,0.5013289447918478,0.36965521045563887,0.34874277336030846,0.653915116223387,0.35484475859520725,0.6242587055800286,0.6785624829093773,-0.2431695776375024,0.7344128010855933
esol,reg,scaffold,rf,rmse,25,0.7726017378341153,0.17224918721523078,0.7015007678870933,0.8437027077811374,0.7109360772101448,0.8415455083217616,0.6970107462875266,0.5789183934739529,1.069335265949248
esol,reg,scaffold,rf,mae,25,0.6061050611676676,0.16785014810533772,0.5368199253189363,0.6753901970163989,0.5464033669242551,0.6723324732469783,0.555035505053259,0.4193617775551997,0.9185243851627056
esol,reg,scaffold,rf,r2,25,0.18175533987563713,0.7812959915933849,-0.14074779477542793,0.5042584745267022,-0.12680439156175524,0.46469129323122305,0.5389556551190786,-1.3869536391995454,0.662813028736826
estrogen-alpha,clf,random,svm,roc_auc,25,0.9686327944147983,0.00665147668827548,0.9658871997808716,0.9713783890487251,0.9661059230353073,0.9710988996759921,0.9691906324165852,0.9554948135688254,0.9794470142977292
estrogen-alpha,clf,random,svm,pr_auc,25,0.9629774127303935,0.007573682154492897,0.9598511503894164,0.9661036750713706,0.9601094832735352,0.965928551343674,0.9633555458827694,0.9466125780653932,0.9778773327177356
estrogen-alpha,clf,random,svm,f1,25,0.9153261953523573,0.009955110815454157,0.9112169275737846,0.9194354631309299,0.911572089949873,0.9190088818217828,0.9156118143459916,0.8968421052631579,0.9352818371607516
estrogen-alpha,clf,random,rf,roc_auc,25,0.9680761198910572,0.007313159019372432,0.9650573962148493,0.9710948435672652,0.9652991600627288,0.9708012033955966,0.968501326259947,0.9492875545507125,0.9781446623551886
estrogen-alpha,clf,random,rf,pr_auc,25,0.9643294949372573,0.008574245725802239,0.9607902202531516,0.9678687696213629,0.9609397033271193,0.9673801260799141,0.965204260056229,0.9372800729871174,0.9775077565372162
estrogen-alpha,clf,random,rf,f1,25,0.9059032144440973,0.012363834718750005,0.9007996743056503,0.9110067545825442,0.9014608678533863,0.9108614882016701,0.901531728665208,0.888421052631579,0.9330453563714904
estrogen-alpha,clf,scaffold,svm,roc_auc,25,0.954104405252579,0.015162719276740002,0.9478455423514524,0.9603632681537057,0.9487712425679294,0.9603100943199967,0.9497932398417834,0.9285470576615726,0.9843654199877376
estrogen-alpha,clf,scaffold,svm,pr_auc,25,0.9432210460817895,0.022918695512657315,0.9337606735411966,0.9526814186223823,0.9346830334183868,0.9528048171630719,0.9407673182801488,0.897310278856503,0.9828148830316148
estrogen-alpha,clf,scaffold,svm,f1,25,0.8884402633241476,0.03321367632951073,0.8747303315635765,0.9021501950847187,0.8751511510015828,0.9004986450173298,0.8953488372093024,0.7773851590106007,0.9369024856596558
estrogen-alpha,clf,scaffold,rf,roc_auc,25,0.9524329743462339,0.01590836069652604,0.9458663257943499,0.9589996228981178,0.9460950384533768,0.9585929495610817,0.9505355627828054,0.918468746782,0.98069576959295
estrogen-alpha,clf,scaffold,rf,pr_auc,25,0.9444598442629492,0.023745072096788132,0.9346583602336862,0.9542613282922121,0.9347117835268058,0.9534287248030343,0.951741546351725,0.8798629695085944,0.9831015479080674
estrogen-alpha,clf,scaffold,rf,f1,25,0.8752644106254317,0.03231200879524034,0.86192666893027,0.8886021523205934,0.8620120434244074,0.8869583770146123,0.8831168831168831,0.7759197324414716,0.9274809160305344
bbbp,clf,random,gcn,roc_auc,25,0.8987280322975834,0.02679395282263315,0.887668032159391,0.9097880324357757,0.8873960768882064,0.9087071500848576,0.9041733313945034,0.8226334157336048,0.9389268576414134
bbbp,clf,random,gcn,pr_auc,25,0.9578055666049268,0.015528885949607208,0.9513955575299108,0.9642155756799428,0.951183337788127,0.9634539201494251,0.9606313661267144,0.9131684946494129,0.9784449903296294
bbbp,clf,random,gcn,f1,25,0.9189165830133713,0.010696209623819118,0.9145014046818769,0.9233317613448657,0.9145267538739913,0.9230859353516122,0.9215686274509804,0.896875,0.9366666666666666
bbbp,clf,random,hybrid,roc_auc,25,0.9109785093272802,0.017683034265338363,0.90367931153019,0.9182777071243704,0.9039983428551417,0.9173974877597778,0.9120951269331776,0.8622946052057583,0.9469972371673696
bbbp,clf,random,hybrid,pr_auc,25,0.9664081104098465,0.008465025581433831,0.9629139195855134,0.9699023012341796,0.963116152385262,0.9696312121433835,0.967115353556224,0.947281664120343,0.9822487363133526
bbbp,clf,random,hybrid,f1,25,0.9265959352827221,0.01162714841230449,0.921796484305924,0.9313953862595202,0.9220394659121676,0.9308808294190534,0.9290322580645162,0.8912386706948641,0.948051948051948
bbbp,clf,random,mat_nodistance,roc_auc,25,0.8866369351142127,0.03791700873897196,0.8709855631546924,0.902288307073733,0.8720121345707684,0.9007367363857103,0.8997300846221185,0.8046750036353061,0.943289224952741
bbbp,clf,random,mat_nodistance,pr_auc,25,0.9518671968146531,0.02027252051532539,0.9434991116282222,0.9602352820010841,0.9439353922867828,0.9591555738898722,0.9596883521513576,0.902390169905348,0.9801813700200488
bbbp,clf,random,mat_nodistance,f1,25,0.9123280515166644,0.016184775954114338,0.9056473043542708,0.919008798679058,0.9057626325866226,0.918264649176326,0.912685337726524,0.8675400291120815,0.9444444444444444
bbbp,clf,random,mat_nograph,roc_auc,25,0.882581239452612,0.035805643610223925,0.8678013961835507,0.8973610827216734,0.8685647364230688,0.8962147570707709,0.8902501090591828,0.8031118220154136,0.9380907372400756
bbbp,clf,random,mat_nograph,pr_auc,25,0.9494405162219386,0.018719836217361525,0.9417133476133537,0.9571676848305235,0.9418459344332094,0.9562944415460984,0.9566032980936828,0.9013059578283,0.9786479454735244
bbbp,clf,random,mat_nograph,f1,25,0.9122977230973914,0.017133059739174325,0.9052255436269977,0.9193699025677852,0.9055789283337655,0.9186089075712287,0.9093904448105437,0.8658892128279884,0.9382303839732888
bbbp,clf,random,mat_noattention,roc_auc,25,0.8551164435273121,0.031902614309350215,0.8419476915702638,0.8682851954843603,0.8426824606095455,0.8680530068930701,0.8595710533994747,0.787734477242984,0.9052275701614076
bbbp,clf,random,mat_noattention,pr_auc,25,0.9352929787149626,0.01803061070953705,0.927850308413225,0.9427356490167003,0.9280480823440821,0.9422762112138622,0.9372930984921746,0.8895716138012041,0.9665841696470756
bbbp,clf,random,mat_noattention,f1,25,0.9076581837337403,0.017826794817481728,0.9002996444972926,0.915016722970188,0.9002252046244588,0.9140900235192604,0.913657770800628,0.8662790697674418,0.9297124600638976
bbbp,clf,random,mat,roc_auc,25,0.8917401020124962,0.033331799182162676,0.8779814115347883,0.9054987924902042,0.8780204469318076,0.9043763981544345,0.901919441616984,0.7925330812854442,0.9430711065871746
bbbp,clf,random,mat,pr_auc,25,0.953925404603636,0.019096142196003474,0.9460429045214408,0.9618079046858311,0.9458744300452775,0.9606133489562493,0.9590923612608306,0.8937888434529199,0.977250375021127
bbbp,clf,random,mat,f1,25,0.9182185461545465,0.013627784860092118,0.9125932730403624,0.9238438192687305,0.9131505172328533,0.9233385102052383,0.9184,0.8935483870967742,0.9494290375203916
estrogen-beta,clf,random,svm,roc_auc,25,0.9292085973189194,0.013633849589938185,0.9235808208072941,0.9348363738305446,0.9240483061156689,0.9346578905975467,0.9309375924282756,0.9058105455620984,0.9573545258620688
estrogen-beta,clf,random,svm,pr_auc,25,0.952290905726593,0.0090924313839049,0.9485377345156045,0.9560440769375815,0.9489059441823897,0.9558603459842674,0.953277787255439,0.9326266097779954,0.9724957290301104
estrogen-beta,clf,random,svm,f1,25,0.8969890346186508,0.014654414854444232,0.8909399894707332,0.9030380797665684,0.891512832866524,0.9028725833571254,0.8956521739130435,0.87248322147651,0.9321663019693656
estrogen-beta,clf,random,rf,roc_auc,25,0.9264359778598642,0.012456192270601235,0.921294314397733,0.9315776413219954,0.9219259745761251,0.9314116320999404,0.925049071011804,0.907165948275862,0.9558863146551724
estrogen-beta,clf,random,rf,pr_auc,25,0.9492676857755664,0.010638992242329804,0.9448761256183432,0.9536592459327896,0.9455169250515026,0.9535009966925696,0.952155770859302,0.93079288388849,0.9699627809533544
estrogen-beta,clf,random,rf,f1,25,0.8889704655517431,0.012255678583399151,0.8839115700717325,0.8940293610317537,0.8844260201229632,0.8938205531516383,0.8888888888888888,0.8626609442060086,0.9211087420042644
estrogen-alpha,clf,random,gcn,roc_auc,25,0.955969115099853,0.007643102510486733,0.9528141974442992,0.9591240327554069,0.9529091949970299,0.9587266391301474,0.9548722602261625,0.9395867290604132,0.9678207454976964
estrogen-alpha,clf,random,gcn,pr_auc,25,0.9457645022405022,0.013556460360007181,0.940168670432945,0.9513603340480594,0.9402803739090823,0.9507379865548555,0.947298181384991,0.9123765038816464,0.9660679922973232
estrogen-alpha,clf,random,gcn,f1,25,0.8784302613522195,0.017615156305316126,0.8711590821999405,0.8857014405044984,0.8713597936438142,0.8847575778157544,0.8824833702882483,0.84375,0.9038854805725972
estrogen-alpha,clf,random,hybrid,roc_auc,25,0.9686539933551463,0.006371116989502446,0.9660241255170268,0.9712838611932659,0.966295785858012,0.970986097124623,0.9698275862068964,0.9532695542472666,0.9805808226860858
estrogen-alpha,clf,random,hybrid,pr_auc,25,0.9634711354847245,0.008529867534571803,0.9599501792176285,0.9669920917518205,0.9602497674772354,0.966571738961481,0.9660579123080364,0.9437269303665446,0.9804974129383176
estrogen-alpha,clf,random,hybrid,f1,25,0.9065873892374495,0.010455417653156357,0.9022716049463356,0.9109031735285634,0.9027051442808943,0.9105928156502031,0.9063829787234042,0.8838174273858921,0.9263157894736842
estrogen-alpha,clf,random,mat_nodistance,roc_auc,25,0.9516469995484869,0.009200223194324331,0.9478493340650023,0.9554446650319715,0.9481540342703457,0.9550704277545969,0.9523634260476366,0.931805037068195,0.9680929352396972
estrogen-alpha,clf,random,mat_nodistance,pr_auc,25,0.9413765642267756,0.014167546488911848,0.935528488462723,0.9472246399908283,0.9357867974086256,0.9465053227407084,0.9452858480990488,0.911299276425252,0.9650989910414512
estrogen-alpha,clf,random,mat_nodistance,f1,25,0.8820969393751673,0.01867207672849102,0.8743894849146592,0.8898043938356754,0.8748685291039117,0.8888327242498923,0.8875,0.8367816091954023,0.9156118143459916
estrogen-alpha,clf,random,mat_noattention,roc_auc,25,0.9251069941375815,0.009145238749058197,0.9213320251175963,0.9288819631575667,0.9215260198824311,0.9284654787081362,0.926897663739769,0.9074502382954864,0.9447539949537428
estrogen-alpha,clf,random,mat_noattention,pr_auc,25,0.8987356978376301,0.017088914739575942,0.8916817405274712,0.905789655147789,0.8919771942596293,0.9050682954335402,0.8987590223889692,0.8592639217011063,0.934808046481853
estrogen-alpha,clf,random,mat_noattention,f1,25,0.8516838835008497,0.016266892578021316,0.8449692402620625,0.8583985267396368,0.8455662874094783,0.858106805469572,0.8504854368932039,0.8230088495575221,0.8852459016393442
estrogen-alpha,clf,random,mat,roc_auc,25,0.9530887183434659,0.008384719570110903,0.9496276762113847,0.9565497604755471,0.9499431336926247,0.9564465286789995,0.9521656854499578,0.9370979897295688,0.9690946530783192
estrogen-alpha,clf,random,mat,pr_auc,25,0.9428429064633286,0.012013461108412764,0.9378839934429631,0.947801819483694,0.9383677513785815,0.9472716922449891,0.943890049702748,0.9211031596699004,0.9615004632280136
estrogen-alpha,clf,random,mat,f1,25,0.8796625866598283,0.015743531150382184,0.8731639764005844,0.8861611969190722,0.8736657661038789,0.8855907096208785,0.8819875776397516,0.8513513513513513,0.9
estrogen-alpha,clf,random,mat_nograph,roc_auc,25,0.9470412217664442,0.01088434717855214,0.9425483840692295,0.951534059463659,0.9425453995950932,0.9510094452758151,0.9458403420241098,0.9144013880855986,0.9642607845874632
estrogen-alpha,clf,random,mat_nograph,pr_auc,25,0.9370879036521086,0.015225488901600144,0.9308031307232894,0.9433726765809278,0.9306274437108988,0.9425025109054447,0.9394647201006756,0.8957126726089816,0.9607415201946008
estrogen-alpha,clf,random,mat_nograph,f1,25,0.8628037397574181,0.02729963719545071,0.8515350033692866,0.8740724761455496,0.8513675444812369,0.8723971116497201,0.8673267326732673,0.7761194029850746,0.9008620689655172
esol,reg,random,gcn,rmse,25,0.4571276589498014,0.040234436513796386,0.44051969982005373,0.47373561807954906,0.4420508563174248,0.47308992714913445,0.4545341871553442,0.3841156982417201,0.5560240151865194
esol,reg,random,gcn,mae,25,0.342418995151639,0.02860169165912372,0.3306127970965603,0.3542251932067177,0.3313191971464002,0.35359141121741644,0.3443902853146396,0.285480464355567,0.4049949086992792
esol,reg,random,gcn,r2,25,0.7880967501167047,0.029309096664969468,0.7759985496268152,0.8001949506065941,0.777023794269354,0.7996274470869976,0.7890736893292367,0.745574390576303,0.867314886092605
esol,reg,random,mat,rmse,25,0.385448560809561,0.038031596171821946,0.36974988948247284,0.4011472321366492,0.37096684983250194,0.400925789762396,0.3838868731442295,0.3277394194427216,0.4708027476736799
esol,reg,random,mat,mae,25,0.29381306355934095,0.031641441831822825,0.2807521183024338,0.3068740088162481,0.2820504149915338,0.3068885979540761,0.2872528101711928,0.2485194024024322,0.3603121839832883
esol,reg,random,mat,r2,25,0.8486095947293856,0.029350204897162255,0.8364944255952375,0.8607247638635337,0.8364574110535945,0.8591508339722701,0.8558560080934207,0.7723302659200466,0.8936422198417506
esol,reg,random,mat_nograph,rmse,25,0.4108025766165014,0.07914238970982011,0.378134203759321,0.44347094947368176,0.38258295522700214,0.4428415274229005,0.4035314285121604,0.3125072383720506,0.6994466327936306
esol,reg,random,mat_nograph,mae,25,0.3133968948353472,0.06487251381251266,0.2866188372459795,0.34017495242471496,0.2901680381414271,0.3404638781518248,0.3052435654828006,0.233229348561288,0.5424828997942631
esol,reg,random,mat_nograph,r2,25,0.8240305684111989,0.08044523150982574,0.7908244088906065,0.8572367279317914,0.7889203252872015,0.8481779844250042,0.840775347484835,0.474772407393779,0.9032987548215335
esol,reg,random,mat_nodistance,rmse,25,0.39094930772686887,0.042291947547860774,0.37349204978437334,0.4084065656693644,0.3744087750402063,0.4076231532526085,0.3957308723550471,0.2983460024171179,0.4737322863089365
esol,reg,random,mat_nodistance,mae,25,0.29764093219607346,0.03399586957710979,0.28360812693177534,0.3116737374603716,0.2844314222121465,0.31103976527384675,0.2987784187535982,0.2347141733986112,0.3766670869495552
esol,reg,random,mat_nodistance,r2,25,0.8442001328914023,0.030829683037246147,0.8314742651961983,0.8569260005866063,0.8322299244738877,0.8562097996027382,0.8450776906886459,0.7871661888489963,0.9028481543095142
esol,reg,random,mat_noattention,rmse,25,0.45296068378080834,0.04910718166111904,0.43269023546161045,0.4732311321000062,0.435328188751086,0.47339280557926144,0.4402468753544032,0.3697186752441239,0.5892085312456349
esol,reg,random,mat_noattention,mae,25,0.34440526386323095,0.04188813394015182,0.3271146919855587,0.3616958357409032,0.3295756495150528,0.3612799123692489,0.3298142720734274,0.2792573463767431,0.4525981207885821
esol,reg,random,mat_noattention,r2,25,0.7902834118356512,0.04687344102797378,0.770935006332413,0.8096318173388894,0.7715492851453027,0.8070309939077422,0.8009367465662175,0.6696153589936826,0.8623784900157352
esol,reg,random,hybrid,rmse,25,0.4912599761463906,0.042549200181803096,0.4736965295356614,0.5088234227571198,0.4743644648818915,0.5079665442332383,0.4870149183180822,0.4143724296698508,0.5634235456491798
esol,reg,random,hybrid,mae,25,0.37045029020907166,0.031194006118765306,0.3575740373370846,0.38332654308105873,0.3579464925615543,0.3826759314907112,0.3705737784857282,0.302024313194157,0.4147401553419259
esol,reg,random,hybrid,r2,25,0.7540566558751146,0.04140276959438,0.7369664325524632,0.771146879197766,0.7386858213951842,0.7704364881475393,0.7550601826611213,0.6885610405737987,0.8501327613246066
bbbp,clf,scaffold,gcn,roc_auc,25,0.8591774229785832,0.04033631102655706,0.842527412116765,0.8758274338404015,0.8434135062216022,0.8743769204561987,0.8725721153846153,0.781794719918768,0.924524400330852
bbbp,clf,scaffold,gcn,pr_auc,25,0.9375619822733001,0.02129015069596316,0.9287738399936517,0.9463501245529485,0.9293891986072791,0.9452572794865565,0.934095885317072,0.8944910124679756,0.9707461952014144
bbbp,clf,scaffold,gcn,f1,25,0.9109198659082797,0.021376714561842907,0.9020959918209756,0.9197437399955838,0.90200000869507,0.9179202340057315,0.915980230642504,0.8300751879699249,0.94375
bbbp,clf,scaffold,mat,roc_auc,25,0.876468534700169,0.03415058997150746,0.8623718639959805,0.8905652054043576,0.863607205250152,0.8890452687200643,0.8748085171568627,0.7999238449822305,0.9413564929693962
bbbp,clf,scaffold,mat,pr_auc,25,0.9506358063221225,0.016922009293241926,0.9436507441940869,0.9576208684501581,0.9443570129365895,0.9568693048822041,0.9504420077613432,0.9191462850078724,0.9812805418152764
bbbp,clf,scaffold,mat,f1,25,0.9085074426100228,0.024653966760972496,0.8983307853027436,0.918684099917302,0.8991744094927572,0.9173562981245158,0.9075342465753424,0.8283132530120482,0.9580645161290322
bbbp,clf,scaffold,mat_nograph,roc_auc,25,0.8745758973316985,0.034516918157159716,0.8603280137844197,0.8888237808789773,0.8610614487552609,0.8870605978235244,0.8817548076923076,0.8118152524167562,0.932464846980976
bbbp,clf,scaffold,mat_nograph,pr_auc,25,0.9492028019897328,0.01711474678332133,0.9421381817359878,0.9562674222434778,0.9427528849938813,0.9552616529742692,0.9518493756129874,0.91362481525605,0.9787552568445492
bbbp,clf,scaffold,mat_nograph,f1,25,0.9045722225863833,0.0414760843425088,0.8874517364230899,0.9216927087496766,0.887135627518405,0.9182540471311326,0.9107142857142856,0.7413441955193483,0.9581993569131833
bbbp,clf,scaffold,mat_nodistance,roc_auc,25,0.8732525160854077,0.04124744088136885,0.8562264093042289,0.8902786228665864,0.8572992303947286,0.8876127232674125,0.8861401043757529,0.7591597563039432,0.9278948138395142
bbbp,clf,scaffold,mat_nodistance,pr_auc,25,0.9487603722924995,0.020809904776652254,0.9401704657852699,0.9573502787997292,0.9408221039163248,0.955837615897138,0.9529768385486324,0.895508558017251,0.980206266738513
bbbp,clf,scaffold,mat_nodistance,f1,25,0.9071953253930662,0.02284472849310217,0.897765484937527,0.9166251658486055,0.8984333312737627,0.9151471789354182,0.9090909090909092,0.8328267477203647,0.9374045801526718
bbbp,clf,scaffold,hybrid,roc_auc,25,0.8884711055032974,0.030835447981118255,0.8757428581562203,0.9011993528503746,0.8759405575809583,0.899653331940807,0.8986435251495493,0.8314435606701641,0.9360993461902216
bbbp,clf,scaffold,hybrid,pr_auc,25,0.9583178763497199,0.013254802205565429,0.9528465629083738,0.963789189791066,0.9529992598897487,0.9630637672037395,0.9617664697181292,0.9320287040037516,0.9786745521002294
bbbp,clf,scaffold,hybrid,f1,25,0.9131490344563548,0.016093561100607195,0.9065059389349516,0.9197921299777579,0.9068246045335103,0.9191310101398994,0.9106830122591943,0.88107202680067,0.9447852760736196
bbbp,clf,scaffold,mat_noattention,roc_auc,25,0.8504023620764071,0.043559331730332655,0.8324219536556648,0.8683827704971493,0.8330719786393642,0.8656749924098311,0.8580304765871776,0.7623104503141345,0.9342018196856906
bbbp,clf,scaffold,mat_noattention,pr_auc,25,0.9337756186122483,0.02694991745733758,0.9226512394370098,0.9448999977874869,0.9228162390656024,0.9435847028300867,0.939471821736202,0.8593336143093968,0.9792687389894592
bbbp,clf,scaffold,mat_noattention,f1,25,0.9067690527232503,0.02211566133678192,0.8976401563987629,0.9158979490477376,0.8980050257069145,0.9146746050648319,0.9102564102564102,0.852760736196319,0.9435114503816794
esol,reg,scaffold,gcn,rmse,25,0.5103504665755557,0.04237783575281018,0.49285775572452906,0.5278431774265824,0.49406923985073165,0.5262924720665856,0.5038578717886353,0.432826419365578,0.5938967467748189
esol,reg,scaffold,gcn,mae,25,0.3886658838053314,0.03657635024404222,0.3735679084736751,0.4037638591369877,0.375084398488616,0.40243821302842087,0.381100216958417,0.3207538361372468,0.459751731382226
esol,reg,scaffold,gcn,r2,25,0.7024854452940292,0.13274404927697864,0.6476913948205422,0.7572794957675163,0.6505425416526097,0.7502145974105529,0.7498352607051019,0.3762254876681481,0.8292717094355376
esol,reg,scaffold,mat,rmse,25,0.4994069181587053,0.10371830413440722,0.4565941064152052,0.5422197299022055,0.462777330626049,0.5426951006052173,0.4849249774572199,0.3593611837834552,0.8073687655255527
esol,reg,scaffold,mat,mae,25,0.38952780249215224,0.09553219810857112,0.3500940492390636,0.42896155574524086,0.3558216784378507,0.42945648480383225,0.3731418517548765,0.2687463554784258,0.6866693947493676
esol,reg,scaffold,mat,r2,25,0.6662025213138378,0.31547485717860446,0.5359809005216924,0.7964241421059832,0.5405632332158188,0.7749869373803068,0.7869458101174742,-0.3606928188921392,0.8699986140338837
esol,reg,scaffold,mat_nograph,rmse,25,0.5242093975065565,0.13434741151441945,0.4687535116299449,0.5796652833831681,0.47644853242689544,0.5777492153650892,0.4841635160312579,0.3780458443517345,0.8301100676950448
esol,reg,scaffold,mat_nograph,mae,25,0.4119367204608537,0.12361919603165933,0.36090922428498295,0.4629642166367245,0.36830391198288737,0.4619045191120455,0.3711681462151288,0.2896938532564754,0.707393955939961
esol,reg,scaffold,mat_nograph,r2,25,0.6095735995799949,0.4093211057736,0.4406141512899701,0.7785330478700196,0.43688073866048827,0.7494628532272204,0.8080923727215524,-0.438426127966427,0.8640177902229341
esol,reg,scaffold,mat_nodistance,rmse,25,0.4931730560647671,0.05521473139637907,0.4703815351228342,0.5159645770067,0.47106142823851294,0.5144119533821082,0.4948634293025249,0.3953005656285877,0.5719087297618908
esol,reg,scaffold,mat_nodistance,mae,25,0.38333746008100184,0.051964976688362696,0.36188737195257276,0.4047875482094309,0.3636743373257197,0.4032256871716966,0.3843914007897986,0.3000537069055322,0.4710969624179507
esol,reg,scaffold,mat_nodistance,r2,25,0.7094000874782661,0.17116428612093493,0.6387469426928492,0.7800532322636831,0.6419414491993257,0.7698960267368423,0.7930598411448878,0.3449187106384179,0.8487823158910277
esol,reg,scaffold,hybrid,rmse,25,0.5895887978649376,0.08169389349477732,0.5558672160094048,0.6233103797204703,0.5593159585178531,0.6210539686065172,0.5883626423207895,0.4795037788216399,0.8000460658940467
esol,reg,scaffold,hybrid,mae,25,0.4563548975544806,0.07609374789505928,0.424944942188581,0.48776485292038024,0.4287513157937194,0.4863135488831284,0.4508548145706865,0.3663484558506414,0.6743797430945303
esol,reg,scaffold,hybrid,r2,25,0.5716174111221634,0.31092049980381314,0.4432757366570123,0.6999590855873143,0.44203054493016997,0.6749714183509787,0.711665684113772,-0.3361222408194988,0.7574867265530368
esol,reg,scaffold,mat_noattention,rmse,25,0.5103342163223402,0.06632101432435683,0.4829582471083899,0.5377101855362905,0.4841701650616092,0.5371815569009398,0.5221655776221126,0.3919154762742756,0.6569548099028271
esol,reg,scaffold,mat_noattention,mae,25,0.38767446663884336,0.05008608345291452,0.3669999475196331,0.4083489857580536,0.36776811996834724,0.40761177514125707,0.3856782700909778,0.2892544934304237,0.4977225061182094
esol,reg,scaffold,mat_noattention,r2,25,0.6967942983146338,0.16200396854435167,0.6299223467832901,0.7636662498459775,0.6288330416224291,0.7536313976281434,0.7303595963230141,0.2593066792089771,0.8429795317826574
estrogen-alpha,clf,scaffold,gcn,roc_auc,25,0.9485623305312655,0.013990579193947784,0.9427873032763191,0.9543373577862119,0.943304256914407,0.9539051114959854,0.9476591956430666,0.9249914701815504,0.978332711475934
estrogen-alpha,clf,scaffold,gcn,pr_auc,25,0.935917573315237,0.027270033160779403,0.9246610568720207,0.9471740897584532,0.9253536356712162,0.9463093972768866,0.9394600770925964,0.8763540083716113,0.9817386684477846
estrogen-alpha,clf,scaffold,gcn,f1,25,0.8617679014845787,0.03905617559836535,0.8456463045565472,0.8778894984126102,0.8458768586443906,0.8756268127571672,0.8682505399568035,0.7412935323383084,0.9233791748526524
