run_key,tag,model,task,task_type,split,seed,fold,roc_auc,pr_auc,f1,rmse,mae,r2,val_roc_auc,val_pr_auc,val_f1,val_rmse,val_mae,val_r2,best_epoch,epochs_run,n_params,wall_time_s,n_train,n_val,n_test,config,cfg_hash,max_epochs,patience,device,torch_version,error
mat_large_pretrained|esol|random|42|0||b280a186bf,,mat_large_pretrained,esol,reg,random,42,0,,,,0.5362952239270691,0.4236255716824812,0.6860803740328283,,,,0.6014516365195336,0.475289755427603,0.6870900194963465,3,9,42049537,17.1,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|esol|random|42|0||b280a186bf,,mat_large_scratch,esol,reg,random,42,0,,,,0.8218802305230934,0.640931212136547,0.2627281067035992,,,,0.9614890161971124,0.7541179010079483,0.2003376509658594,0,6,42049537,11.4,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|esol|random|123|0||b280a186bf,,mat_large_pretrained,esol,reg,random,123,0,,,,0.5854996508901424,0.4579978622349956,0.6647962557921294,,,,0.4862722121355576,0.3723062361810314,0.6474741626794961,3,9,42049537,16.8,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|esol|random|123|0||b280a186bf,,mat_large_scratch,esol,reg,random,123,0,,,,0.5207801432428447,0.3798943946457513,0.734805560587469,,,,0.4280233877504994,0.3024108840670604,0.7268714823831632,14,15,42049537,27.8,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|esol|random|456|0||b280a186bf,,mat_large_pretrained,esol,reg,random,456,0,,,,0.4838820237928782,0.3729494723988354,0.680469850247549,,,,0.5567128227854208,0.4192929803236817,0.6783842161565469,2,8,42049537,14.8,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|esol|random|456|0||b280a186bf,,mat_large_scratch,esol,reg,random,456,0,,,,0.512181488684174,0.3956639097727868,0.6420019818828272,,,,0.5577393499763099,0.4368354283859221,0.6771970628729654,6,12,42049537,21.9,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|esol|random|789|0||b280a186bf,,mat_large_pretrained,esol,reg,random,789,0,,,,0.5718898617398769,0.4363249178366076,0.648873860893876,,,,0.618633004758549,0.4582829342924812,0.6486478242621545,4,10,42049537,18.6,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|esol|random|789|0||b280a186bf,,mat_large_scratch,esol,reg,random,789,0,,,,0.5184024796721457,0.4053728823370463,0.7114822701337669,,,,0.6001082858517706,0.4476706663334972,0.6693749759811454,13,15,42049537,27.8,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|esol|random|1011|0||b280a186bf,,mat_large_pretrained,esol,reg,random,1011,0,,,,0.4762112618309878,0.3791291109336365,0.7809543969316272,,,,0.4461812664600675,0.3541855194679137,0.8104640699321334,9,15,42049537,28.3,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|esol|random|1011|0||b280a186bf,,mat_large_scratch,esol,reg,random,1011,0,,,,0.5459814979925938,0.4323029344036941,0.7120672481187738,,,,0.5290557464115642,0.4276729854179567,0.733515619471456,14,15,42049537,28.3,799,89,223,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|freesolv|random|42|0||b280a186bf,,mat_large_pretrained,freesolv,reg,random,42,0,,,,0.4446181973642115,0.3654279348353834,0.8114523476596616,,,,0.6802654644509344,0.4728514134274938,0.7047931674240748,11,15,42049537,12.3,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|freesolv|random|42|0||b280a186bf,,mat_large_scratch,freesolv,reg,random,42,0,,,,0.4656462119741579,0.3264438475936997,0.7931960589703186,,,,0.7106571210617072,0.4141049144897036,0.6778265240954641,13,15,42049537,12.4,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|freesolv|random|123|0||b280a186bf,,mat_large_pretrained,freesolv,reg,random,123,0,,,,0.390363753804245,0.3117770795501017,0.8099302453327815,,,,0.468295561924357,0.3739826994088406,0.7856750980857359,6,12,42049537,10.0,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|freesolv|random|123|0||b280a186bf,,mat_large_scratch,freesolv,reg,random,123,0,,,,0.3821500002186497,0.2772189028589993,0.8178447170814611,,,,0.5426888998307571,0.3658681554504885,0.7121710807840715,5,11,42049537,9.0,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|freesolv|random|456|0||b280a186bf,,mat_large_pretrained,freesolv,reg,random,456,0,,,,0.4181068743453822,0.3162697437111028,0.7869652438316836,,,,0.3829011855238405,0.3153774574972116,0.747365028012275,4,10,42049537,8.3,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|freesolv|random|456|0||b280a186bf,,mat_large_scratch,freesolv,reg,random,456,0,,,,0.37239870273472,0.2808367939045031,0.8309978747233979,,,,0.3501942764820327,0.2865066899058337,0.788681200478662,9,15,42049537,12.2,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|freesolv|random|789|0||b280a186bf,,mat_large_pretrained,freesolv,reg,random,789,0,,,,0.3295975715707239,0.2241437445618501,0.8867323254593441,,,,0.3207884138222763,0.2723252549409293,0.8192078711407076,13,15,42049537,12.2,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|freesolv|random|789|0||b280a186bf,,mat_large_scratch,freesolv,reg,random,789,0,,,,0.4206346569611964,0.3130528370763153,0.8155205129793444,,,,0.317527359778441,0.2636393202253832,0.8228649619393642,7,13,42049537,10.5,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|freesolv|random|1011|0||b280a186bf,,mat_large_pretrained,freesolv,reg,random,1011,0,,,,0.4359690170504164,0.3484384193511087,0.7592485308432156,,,,0.659878307240257,0.4224137022840575,0.7165228013966967,5,11,42049537,8.9,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|freesolv|random|1011|0||b280a186bf,,mat_large_scratch,freesolv,reg,random,1011,0,,,,0.4057279362126291,0.3129266461559621,0.791489698163307,,,,0.550631816070275,0.3688756834643965,0.802615506063088,13,15,42049537,12.1,461,52,129,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-alpha|random|42|0||b280a186bf,,mat_large_pretrained,estrogen-alpha,clf,random,42,0,0.9511203406393968,0.943062192701046,0.8757894736842106,,,,0.9679591615075488,0.96239111929791,0.9090909090909092,,,,12,15,42049537,95.7,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-alpha|random|42|0||b280a186bf,,mat_large_scratch,estrogen-alpha,clf,random,42,0,0.939812229512774,0.9273590522804314,0.8382687927107062,,,,0.9555772781579231,0.9486103258118228,0.8488372093023255,,,,10,15,42049537,95.4,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-alpha|random|123|0||b280a186bf,,mat_large_pretrained,estrogen-alpha,clf,random,123,0,0.9419935781097304,0.9309479937414318,0.8488888888888889,,,,0.9744759422178776,0.9722801134762404,0.93048128342246,,,,8,14,42049537,89.9,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-alpha|random|123|0||b280a186bf,,mat_large_scratch,estrogen-alpha,clf,random,123,0,0.925589836660617,0.8948827401952135,0.8565488565488566,,,,0.9541653090040184,0.948604924239421,0.8900523560209425,,,,14,15,42049537,96.2,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-alpha|random|456|0||b280a186bf,,mat_large_pretrained,estrogen-alpha,clf,random,456,0,0.9686234817813766,0.959394990732585,0.9182389937106918,,,,0.9788204626914304,0.9794445833319712,0.9021739130434784,,,,14,15,42049537,95.5,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-alpha|random|456|0||b280a186bf,,mat_large_scratch,estrogen-alpha,clf,random,456,0,0.9557098980873936,0.9313703629960608,0.889344262295082,,,,0.9723036819811012,0.971366426775935,0.9021739130434784,,,,14,15,42049537,95.6,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-alpha|random|789|0||b280a186bf,,mat_large_pretrained,estrogen-alpha,clf,random,789,0,0.9562159709618876,0.9520521496402922,0.8793456032719836,,,,0.9478657543173672,0.9438367429460852,0.8484848484848485,,,,11,15,42049537,95.1,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-alpha|random|789|0||b280a186bf,,mat_large_scratch,estrogen-alpha,clf,random,789,0,0.9345246405137512,0.9231547506012058,0.849015317286652,,,,0.9381991962637124,0.9284692357604732,0.8461538461538461,,,,12,15,42049537,94.7,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-alpha|random|1011|0||b280a186bf,,mat_large_pretrained,estrogen-alpha,clf,random,1011,0,0.956442831215971,0.949823943228083,0.8373205741626795,,,,0.9738242641468448,0.9642685733807882,0.8292682926829268,,,,14,15,42049537,94.4,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-alpha|random|1011|0||b280a186bf,,mat_large_scratch,estrogen-alpha,clf,random,1011,0,0.943930615663828,0.9348600665347476,0.8638297872340426,,,,0.9567720212881504,0.9429756089437116,0.9081081081081082,,,,14,15,42049537,94.1,1720,192,479,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-beta|random|42|0||b280a186bf,,mat_large_pretrained,estrogen-beta,clf,random,42,0,0.8922952586206896,0.9129739916674252,0.8686440677966102,,,,0.9516129032258064,0.969378699844525,0.9171270718232044,,,,8,14,42049537,69.8,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-beta|random|42|0||b280a186bf,,mat_large_scratch,estrogen-beta,clf,random,42,0,0.9020204741379312,0.9293709880823144,0.860655737704918,,,,0.9420362903225806,0.9562720081270158,0.8983957219251337,,,,12,15,42049537,74.8,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-beta|random|123|0||b280a186bf,,mat_large_pretrained,estrogen-beta,clf,random,123,0,0.9164870689655172,0.9282525385754976,0.9006342494714588,,,,0.9049059139784946,0.9309643527616897,0.8691099476439791,,,,12,15,42049537,73.6,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-beta|random|123|0||b280a186bf,,mat_large_scratch,estrogen-beta,clf,random,123,0,0.9001077586206897,0.9049455970439464,0.8725099601593626,,,,0.8765120967741935,0.9070073942607934,0.84,,,,12,15,42049537,73.6,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-beta|random|456|0||b280a186bf,,mat_large_pretrained,estrogen-beta,clf,random,456,0,0.8626346982758619,0.871362569631591,0.144,,,,0.8963373655913979,0.9313778547717309,0.1941747572815534,,,,6,12,42049537,60.2,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-beta|random|456|0||b280a186bf,,mat_large_scratch,estrogen-beta,clf,random,456,0,0.8337015086206897,0.8400048170591687,0.7703016241299304,,,,0.8763440860215054,0.888892804437978,0.8361581920903954,,,,6,12,42049537,60.2,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-beta|random|789|0||b280a186bf,,mat_large_pretrained,estrogen-beta,clf,random,789,0,0.8837015086206895,0.9190117190209246,0.8522483940042827,,,,0.8842405913978494,0.909024780945008,0.8709677419354839,,,,13,15,42049537,75.0,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-beta|random|789|0||b280a186bf,,mat_large_scratch,estrogen-beta,clf,random,789,0,0.8704202586206897,0.9088659173056496,0.8303571428571429,,,,0.8618951612903225,0.9077130428897188,0.8160919540229885,,,,13,15,42049537,74.9,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|estrogen-beta|random|1011|0||b280a186bf,,mat_large_pretrained,estrogen-beta,clf,random,1011,0,0.8781788793103449,0.8998636521824686,0.854251012145749,,,,0.8998655913978495,0.9396761268365068,0.8648648648648649,,,,14,15,42049537,74.8,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|estrogen-beta|random|1011|0||b280a186bf,,mat_large_scratch,estrogen-beta,clf,random,1011,0,0.8592672413793103,0.860453108014781,0.8400770712909441,,,,0.8795362903225806,0.905454574735072,0.8571428571428571,,,,7,13,42049537,64.7,1410,157,392,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-high|random|42|0||b280a186bf,,mat_large_pretrained,metstab-high,clf,random,42,0,0.8094475138121547,0.3723356562035972,0.2647058823529412,,,,0.7703448275862069,0.3804522931293034,0.0869565217391304,,,,13,15,42049537,88.4,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-high|random|42|0||b280a186bf,,mat_large_scratch,metstab-high,clf,random,42,0,0.7337016574585634,0.2901476609376131,0.0,,,,0.7410344827586206,0.2641753470806908,0.0,,,,10,15,42049537,88.3,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-high|random|123|0||b280a186bf,,mat_large_pretrained,metstab-high,clf,random,123,0,0.8314364640883978,0.4262152278299371,0.3835616438356164,,,,0.7972413793103449,0.4943963143163287,0.3846153846153846,,,,12,15,42049537,88.1,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-high|random|123|0||b280a186bf,,mat_large_scratch,metstab-high,clf,random,123,0,0.8191160220994474,0.4037340504714787,0.1666666666666666,,,,0.823103448275862,0.4798568703065211,0.0,,,,14,15,42049537,88.1,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-high|random|456|0||b280a186bf,,mat_large_pretrained,metstab-high,clf,random,456,0,0.6449723756906078,0.2034223117765506,0.0,,,,0.6724137931034483,0.2659196368378378,0.0,,,,1,7,42049537,41.7,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-high|random|456|0||b280a186bf,,mat_large_scratch,metstab-high,clf,random,456,0,0.6050276243093923,0.1671953811075301,0.0,,,,0.670344827586207,0.2796792430538799,0.0,,,,1,7,42049537,41.6,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-high|random|789|0||b280a186bf,,mat_large_pretrained,metstab-high,clf,random,789,0,0.8264088397790055,0.4109427115998574,0.2727272727272727,,,,0.8289655172413792,0.400739343025597,0.0,,,,11,15,42049537,87.9,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-high|random|789|0||b280a186bf,,mat_large_scratch,metstab-high,clf,random,789,0,0.7450828729281768,0.3853773692224189,0.45,,,,0.7017241379310346,0.3438667397797587,0.3225806451612903,,,,14,15,42049537,87.7,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-high|random|1011|0||b280a186bf,,mat_large_pretrained,metstab-high,clf,random,1011,0,0.8391160220994475,0.5148334051700588,0.1481481481481481,,,,0.7955172413793103,0.3689551177004571,0.0,,,,13,15,42049537,88.6,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-high|random|1011|0||b280a186bf,,mat_large_scratch,metstab-high,clf,random,1011,0,0.8166298342541436,0.4788436215028223,0.3783783783783784,,,,0.7220689655172414,0.3372424291642675,0.2758620689655172,,,,14,15,42049537,88.6,1482,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-low|random|42|0||b280a186bf,,mat_large_pretrained,metstab-low,clf,random,42,0,0.7865655987795576,0.7914143473379824,0.7417218543046358,,,,0.6868671828469327,0.7390239120333859,0.6666666666666666,,,,14,15,42049537,87.9,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-low|random|42|0||b280a186bf,,mat_large_scratch,metstab-low,clf,random,42,0,0.7032322654462243,0.6830910695434476,0.7084639498432602,,,,0.6375818939845146,0.6564775615721709,0.7159533073929961,,,,9,15,42049537,87.8,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-low|random|123|0||b280a186bf,,mat_large_pretrained,metstab-low,clf,random,123,0,0.7871138443935927,0.8111924569521567,0.7483221476510067,,,,0.8353186420488385,0.8537297301832094,0.7510548523206751,,,,13,15,42049537,88.4,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-low|random|123|0||b280a186bf,,mat_large_scratch,metstab-low,clf,random,123,0,0.7397025171624713,0.7736626723120226,0.6981981981981982,,,,0.8201310303752234,0.8129339155336912,0.7840909090909091,,,,14,15,42049537,88.4,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-low|random|456|0||b280a186bf,,mat_large_pretrained,metstab-low,clf,random,456,0,0.7383199847444699,0.7569884990228113,0.7268817204301076,,,,0.7354079809410363,0.7743724422743683,0.7150259067357513,,,,10,15,42049537,88.6,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-low|random|456|0||b280a186bf,,mat_large_scratch,metstab-low,clf,random,456,0,0.6715293668954995,0.6577460695857179,0.7131537242472267,,,,0.6873138773079213,0.6805736916144887,0.7165354330708661,,,,12,15,42049537,88.2,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-low|random|789|0||b280a186bf,,mat_large_pretrained,metstab-low,clf,random,789,0,0.7428966437833714,0.7701440468628719,0.7443609022556391,,,,0.7145622394282312,0.7616507911889945,0.7087378640776699,,,,10,15,42049537,88.3,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-low|random|789|0||b280a186bf,,mat_large_scratch,metstab-low,clf,random,789,0,0.6229023646071702,0.6514916249031917,0.7125,,,,0.6620011911852294,0.6898711048745516,0.7159533073929961,,,,5,11,42049537,64.8,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_pretrained|metstab-low|random|1011|0||b280a186bf,,mat_large_pretrained,metstab-low,clf,random,1011,0,0.7409420289855072,0.7822069879704664,0.5666666666666667,,,,0.7418106015485407,0.7871404906771728,0.5467625899280576,,,,14,15,42049537,88.1,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
mat_large_scratch|metstab-low|random|1011|0||b280a186bf,,mat_large_scratch,metstab-low,clf,random,1011,0,0.7211813501144165,0.7462808510644263,0.7257383966244726,,,,0.6731685527099465,0.7148098560996851,0.655367231638418,,,,13,15,42049537,88.1,1479,165,412,"{""batch_size"": 32, ""dropout"": 0.0, ""lr"": 0.0001}",b280a186bf,15,5,cuda,2.10.0+cu128,
